distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
10-4,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,174,774,26,26,0.9479999999999998,0.8699999999999999,0.9675,0.8741891891891893,0.91875,200
10-4,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8514340525968432,0.9031250000000002,200
10-5,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.8484953299873856,0.896875,200
10-5,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8459276018099547,0.890625,200
10-5,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,162,762,38,38,0.9239999999999998,0.8100000000000002,0.9525,0.817427512347979,0.88125,200
10-5,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,167,767,33,33,0.934,0.8350000000000002,0.95875,0.8405461205461204,0.896875,200
10-5,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,168,768,32,32,0.9360000000000002,0.8400000000000001,0.96,0.8551190476190476,0.9,200
10-5,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,107,707,93,93,0.8140000000000001,0.5349999999999999,0.88375,0.5938799012098193,0.709375,200
10-5,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,105,705,95,95,0.8099999999999999,0.525,0.88125,0.5773421052631579,0.703125,200
10-5,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,121,721,79,79,0.842,0.605,0.90125,0.6610192477240532,0.753125,200
10-5,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,113,713,87,87,0.826,0.5650000000000001,0.89125,0.5862948106059223,0.7281249999999999,200
10-5,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,117,717,83,83,0.834,0.5850000000000001,0.89625,0.6306345751480327,0.740625,200
10-5,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.897091444828287,0.93125,200
10-5,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8918983494125078,0.93125,200
10-5,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8867300916138126,0.928125,200
10-5,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8958564971787052,0.934375,200
10-5,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9210547785547784,0.946875,200
10-5,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.6950000000000001,0.92375,0.7027063492063491,0.809375,200
10-5,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.7350000000000001,0.93375,0.7360915398156778,0.834375,200
10-5,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.6967194519317161,0.796875,200
10-5,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,136,736,64,64,0.8720000000000001,0.6799999999999999,0.92,0.6758923887792572,0.8,200
10-5,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,136,736,64,64,0.8720000000000001,0.6799999999999999,0.92,0.6871689641867481,0.8,200
10-5,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9555066471856036,0.971875,200
10-5,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9206279434850864,0.946875,200
10-5,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9456438374759418,0.965625,200
10-5,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.925369707811568,0.953125,200
10-5,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9619047619047618,0.975,200
10-5,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,174,774,26,26,0.948,0.8700000000000001,0.9675,0.8788545688545689,0.91875,200
10-5,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,168,768,32,32,0.936,0.8400000000000001,0.96,0.8396461555580282,0.9,200
10-5,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.95125,0.8074351431494289,0.878125,200
10-5,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,166,766,34,34,0.932,0.8299999999999998,0.9575,0.8341060398789537,0.89375,200
10-5,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,170,770,30,30,0.94,0.85,0.9625,0.8537509569273608,0.9062499999999998,200
10-5-4,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,168,768,32,32,0.936,0.8400000000000001,0.96,0.8560555168102338,0.9,200
10-5-4,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8369222472791449,0.890625,200
10-5-4,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,163,763,37,37,0.926,0.8150000000000001,0.95375,0.8229940705422092,0.884375,200
10-5-4,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,168,768,32,32,0.936,0.8400000000000001,0.96,0.8499881344759395,0.9,200
10-5-4,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.8577907314885536,0.896875,200
10-5-4,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,118,718,82,82,0.836,0.5900000000000001,0.8975,0.620326571978746,0.7437500000000001,200
10-5-4,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,115,715,85,85,0.8300000000000001,0.575,0.89375,0.6135047342594513,0.734375,200
10-5-4,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,115,715,85,85,0.8300000000000001,0.575,0.89375,0.6300685221574401,0.7343750000000001,200
10-5-4,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,116,716,84,84,0.8320000000000001,0.58,0.8949999999999999,0.5961244045640856,0.7375,200
10-5-4,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.64,0.91,0.6724893435635124,0.775,200
10-5-4,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9323258584234194,0.95625,200
10-5-4,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8815242132889191,0.925,200
10-5-4,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8798003102881152,0.925,200
10-5-4,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,178,778,22,22,0.956,0.8899999999999999,0.9725,0.8906337881004269,0.93125,200
10-5-4,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9402991452991454,0.959375,200
10-5-4,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7609379420437665,0.840625,200
10-5-4,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,142,742,58,58,0.884,0.7100000000000001,0.9275,0.7081756735474827,0.81875,200
10-5-4,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.7251673297966401,0.821875,200
10-5-4,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7429888029180377,0.840625,200
10-5-4,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7290879382055853,0.828125,200
10-5-4,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9666769751429573,0.978125,200
10-5-4,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.916349586086428,0.946875,200
10-5-4,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9155775803144224,0.946875,200
10-5-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9622693096377308,0.975,200
10-5-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9472727272727272,0.965625,200
10-5-4,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8630635435992579,0.909375,200
10-5-4,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.913295306843694,0.94375,200
10-5-4,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.8396812825497395,0.89375,200
10-5-4,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.852797345217558,0.903125,200
10-5-4,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,160,760,40,40,0.9200000000000002,0.8,0.95,0.8042964392964393,0.875,200
10-6,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,155,755,45,45,0.91,0.775,0.94375,0.8104704469507101,0.859375,200
10-6,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.8394690517979267,0.8875,200
10-6,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.95125,0.8235399820305481,0.878125,200
10-6,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,168,768,32,32,0.936,0.8400000000000001,0.96,0.8531285831285832,0.9,200
10-6,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,163,763,37,37,0.926,0.8150000000000001,0.95375,0.8633036244800951,0.884375,200
10-6,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,110,710,90,90,0.82,0.55,0.8875,0.583386185243328,0.71875,200
10-6,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,111,711,89,89,0.8219999999999998,0.555,0.8887500000000002,0.5953245006098971,0.721875,200
10-6,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,99,699,101,101,0.7979999999999999,0.495,0.87375,0.5384685197843092,0.684375,200
10-6,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,113,713,87,87,0.826,0.5650000000000001,0.89125,0.5791244992620704,0.728125,200
10-6,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,110,710,90,90,0.82,0.55,0.8875,0.5950058746285161,0.71875,200
10-6,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9076048770283058,0.940625,200
10-6,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8814432952668246,0.925,200
10-6,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8823477297895902,0.925,200
10-6,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8961853959222381,0.934375,200
10-6,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.923513251454428,0.95,200
10-6,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,142,742,58,58,0.884,0.71,0.9275,0.715134169609873,0.81875,200
10-6,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,133,733,67,67,0.866,0.6649999999999999,0.91625,0.6622472257520271,0.7906249999999999,200
10-6,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,139,739,61,61,0.8780000000000001,0.6950000000000001,0.9237499999999998,0.7000924472353044,0.809375,200
10-6,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,133,733,67,67,0.866,0.665,0.91625,0.6529057771403386,0.790625,200
10-6,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,138,738,62,62,0.876,0.69,0.9225,0.6806184023744999,0.80625,200
10-6,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9573931623931624,0.971875,200
10-6,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9055450555450556,0.940625,200
10-6,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9233068021743452,0.95,200
10-6,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.953649885583524,0.96875,200
10-6,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9603234164209772,0.975,200
10-6,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8511211777097527,0.903125,200
10-6,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.8649999999999999,0.96625,0.8708105460885232,0.915625,200
10-6,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8672428922428923,0.915625,200
10-6,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.8336867480669911,0.896875,200
10-6,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.8581683926335879,0.90625,200
10-6-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8925060980920142,0.928125,200
10-6-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8664780798076317,0.915625,200
10-6-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8274364765669114,0.890625,200
10-6-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8555910819612398,0.903125,200
10-6-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,177,777,23,23,0.954,0.8850000000000001,0.97125,0.8999656799656801,0.928125,200
10-6-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,138,738,62,62,0.876,0.6900000000000001,0.9225,0.6998471548328951,0.80625,200
10-6-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,126,726,74,74,0.852,0.6300000000000001,0.9075,0.6593805992152594,0.76875,200
10-6-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,126,726,74,74,0.852,0.63,0.9075,0.683310606060606,0.7687499999999999,200
10-6-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,130,730,70,70,0.86,0.6499999999999999,0.9125,0.662603298087169,0.78125,200
10-6-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,140,740,60,60,0.8799999999999999,0.7000000000000001,0.925,0.7365183687226154,0.8125,200
10-6-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9312770242166905,0.95625,200
10-6-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.889373053846738,0.93125,200
10-6-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8742158616577221,0.921875,200
10-6-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8917299061607507,0.93125,200
10-6-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.9812500000000002,0.9306305992328796,0.953125,200
10-6-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,153,753,47,47,0.906,0.7649999999999999,0.94125,0.7770182018753446,0.853125,200
10-6-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,146,746,54,54,0.892,0.7300000000000001,0.9325,0.7387989203778677,0.83125,200
10-6-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,151,751,49,49,0.902,0.7550000000000001,0.93875,0.7720510475599989,0.846875,200
10-6-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,147,747,53,53,0.8940000000000001,0.7350000000000001,0.93375,0.7402307712745303,0.834375,200
10-6-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,153,753,47,47,0.906,0.765,0.94125,0.796267942583732,0.853125,200
10-6-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.970713839006522,0.98125,200
10-6-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9282832080200502,0.953125,200
10-6-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9551473773424992,0.971875,200
10-6-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.936853629448638,0.959375,200
10-6-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9364861579836056,0.959375,200
10-6-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8482554732351112,0.903125,200
10-6-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8848404120199037,0.925,200
10-6-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.832200662083015,0.8875,200
10-6-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8766118298651859,0.915625,200
10-6-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8714119214119215,0.91875,200
10-7,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.8338888888888889,0.8875,200
10-7,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,155,755,45,45,0.91,0.7749999999999999,0.94375,0.7950174031183282,0.859375,200
10-7,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7637566137566137,0.84375,200
10-7,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,164,764,36,36,0.928,0.8200000000000001,0.9549999999999998,0.8349769025407205,0.8875,200
10-7,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,157,757,43,43,0.914,0.785,0.94625,0.8279645191409897,0.865625,200
10-7,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,109,709,91,91,0.818,0.545,0.8862500000000001,0.5639495798319327,0.715625,200
10-7,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,97,697,103,103,0.794,0.485,0.8712500000000001,0.5165279486216675,0.678125,200
10-7,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,92,692,108,108,0.784,0.4600000000000001,0.865,0.4788033313075877,0.6625,200
10-7,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,107,707,93,93,0.8139999999999998,0.535,0.88375,0.5579353240845176,0.709375,200
10-7,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,116,716,84,84,0.8320000000000001,0.5800000000000001,0.8949999999999999,0.5972340252340251,0.7375,200
10-7,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8880270079790581,0.925,200
10-7,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8809898587456214,0.925,200
10-7,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8948098513952172,0.934375,200
10-7,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8660734872362781,0.915625,200
10-7,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9095393391289818,0.940625,200
10-7,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,144,744,56,56,0.8879999999999999,0.72,0.93,0.7275508117613381,0.825,200
10-7,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,134,734,66,66,0.868,0.67,0.9175,0.6692378092378093,0.79375,200
10-7,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6475955245758154,0.78125,200
10-7,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,136,736,64,64,0.8720000000000001,0.68,0.92,0.6748042734675898,0.8,200
10-7,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,136,736,64,64,0.8719999999999999,0.6799999999999999,0.92,0.6681552334708482,0.8,200
10-7,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9651927362902972,0.978125,200
10-7,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9327652466888946,0.95625,200
10-7,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9503146875098094,0.96875,200
10-7,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9226272999572102,0.95,200
10-7,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9604376795647656,0.975,200
10-7,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,172,772,28,28,0.9440000000000002,0.86,0.965,0.8636020729129067,0.9125,200
10-7,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.8599986565961132,0.9125,200
10-7,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,163,763,37,37,0.926,0.8150000000000001,0.95375,0.8195452873038228,0.884375,200
10-7,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.875784579065332,0.91875,200
10-7,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,170,770,30,30,0.94,0.85,0.9625,0.8527877770496513,0.90625,200
10-8-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8377999176314755,0.88125,200
10-8-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.8544183988510607,0.9062499999999998,200
10-8-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,157,757,43,43,0.914,0.785,0.94625,0.8000634566488225,0.865625,200
10-8-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8565299939138947,0.903125,200
10-8-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8513336966135157,0.890625,200
10-8-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,141,741,59,59,0.8819999999999999,0.705,0.92625,0.7283336273084042,0.815625,200
10-8-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.91375,0.68806069337299,0.784375,200
10-8-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,129,729,71,71,0.8580000000000002,0.645,0.91125,0.6782310505748051,0.778125,200
10-8-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,133,733,67,67,0.866,0.665,0.91625,0.6846014859844647,0.790625,200
10-8-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,138,738,62,62,0.876,0.69,0.9225,0.7301582434711644,0.80625,200
10-8-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9314676788361,0.95625,200
10-8-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9015648460178172,0.9375,200
10-8-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8847683310841206,0.928125,200
10-8-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.907016317016317,0.940625,200
10-8-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9310230831833092,0.953125,200
10-8-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,159,759,41,41,0.918,0.7950000000000002,0.94875,0.8150925912435346,0.871875,200
10-8-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,147,747,53,53,0.8940000000000001,0.7350000000000001,0.93375,0.736701545666378,0.834375,200
10-8-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,149,749,51,51,0.898,0.7449999999999999,0.93625,0.7510737546206654,0.840625,200
10-8-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7547651790998365,0.84375,200
10-8-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,153,753,47,47,0.906,0.765,0.94125,0.7757358300614114,0.853125,200
10-8-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.9600000000000002,0.99,0.960090187946414,0.975,200
10-8-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9155240753159968,0.946875,200
10-8-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9359704330756962,0.959375,200
10-8-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9425816075816076,0.9625,200
10-8-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.956008000716482,0.971875,200
10-8-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.96125,0.851250000604449,0.903125,200
10-8-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8898404120199036,0.928125,200
10-8-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.832020592020592,0.89375,200
10-8-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8879684346168615,0.928125,200
10-8-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8999368782507702,0.934375,200
10-8-4,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8544317790219431,0.890625,200
